A | סופרמרקט | department | depth 0 | path A | pathHe סופרמרקט | url https://www.shufersal.co.il/online/he/A
F0301 | מוצרי בישול ואפיה | depth5 | parent A28 אורגני ובריאות | depth 5 | path F>A>F03>A44>A28>F0301 | pathHe green בריאות וטבע > סופרמרקט > בישול אפיה ממרחים ושימורים > שבועות > אורגני ובריאות > מוצרי בישול ואפיה | url https://www.shufersal.co.il/online/he/c/F0301
A4414 | הכל לעוגה | depth6 | parent F0301 מוצרי בישול ואפיה | depth 6 | path F>A>F03>A44>A28>F0301>A4414 | pathHe green בריאות וטבע > סופרמרקט > בישול אפיה ממרחים ושימורים > שבועות > אורגני ובריאות > מוצרי בישול ואפיה > הכל לעוגה | url https://www.shufersal.co.il/online/he/c/A4414
A2802 | מכולת | depth7 | parent A4414 הכל לעוגה | depth 7 | path F>A>F03>A44>A28>F0301>A4414>A2802 | pathHe green בריאות וטבע > סופרמרקט > בישול אפיה ממרחים ושימורים > שבועות > אורגני ובריאות > מוצרי בישול ואפיה > הכל לעוגה > מכולת | url https://www.shufersal.co.il/online/he/c/A2802
F030101 | קמח | depth8 | parent A2802 מכולת | depth 8 | path F>A>F03>A44>A28>F0301>A4414>A2802>F030101 | pathHe green בריאות וטבע > סופרמרקט > בישול אפיה ממרחים ושימורים > שבועות > אורגני ובריאות > מוצרי בישול ואפיה > הכל לעוגה > מכולת > קמח | url https://www.shufersal.co.il/online/he/c/F030101
A441405 | קמחים | depth9 | parent F030101 קמח | depth 9 | path F>A>F03>A44>A28>F0301>A4414>A2802>F030101>A441405 | pathHe green בריאות וטבע > סופרמרקט > בישול אפיה ממרחים ושימורים > שבועות > אורגני ובריאות > מוצרי בישול ואפיה > הכל לעוגה > מכולת > קמח > קמחים | url https://www.shufersal.co.il/online/he/c/A441405
A280210 | מוצרי יסוד ואפייה אורגניים | leaf | parent A441405 קמחים | depth 10 | path F>A>F03>A44>A28>F0301>A4414>A2802>F030101>A441405>A280210 | pathHe green בריאות וטבע > סופרמרקט > בישול אפיה ממרחים ושימורים > שבועות > אורגני ובריאות > מוצרי בישול ואפיה > הכל לעוגה > מכולת > קמח > קמחים > מוצרי יסוד ואפייה אורגניים | url https://www.shufersal.co.il/online/he/c/A280210
A22 | בישול אפיה ושימורים | depth5 | parent A28 אורגני ובריאות | depth 5 | path F>A>F03>A44>A28>A22 | pathHe green בריאות וטבע > סופרמרקט > בישול אפיה ממרחים ושימורים > שבועות > אורגני ובריאות > בישול אפיה ושימורים | url https://www.shufersal.co.il/online/he/c/A22
F0303 | פסטה, קטניות ואורז | depth6 | parent A22 בישול אפיה ושימורים | depth 6 | path F>A>F03>A44>A28>A22>F0303 | pathHe green בריאות וטבע > סופרמרקט > בישול אפיה ממרחים ושימורים > שבועות > אורגני ובריאות > בישול אפיה ושימורים > פסטה, קטניות ואורז | url https://www.shufersal.co.il/online/he/c/F0303
A4408 | שבועות אלטרנטיבי | depth7 | parent F0303 פסטה, קטניות ואורז | depth 7 | path F>A>F03>A44>A28>A22>F0303>A4408 | pathHe green בריאות וטבע > סופרמרקט > בישול אפיה ממרחים ושימורים > שבועות > אורגני ובריאות > בישול אפיה ושימורים > פסטה, קטניות ואורז > שבועות אלטרנטיבי | url https://www.shufersal.co.il/online/he/c/A4408
A2802 | מכולת | depth8 | parent A4408 שבועות אלטרנטיבי | depth 8 | path F>A>F03>A44>A28>A22>F0303>A4408>A2802 | pathHe green בריאות וטבע > סופרמרקט > בישול אפיה ממרחים ושימורים > שבועות > אורגני ובריאות > בישול אפיה ושימורים > פסטה, קטניות ואורז > שבועות אלטרנטיבי > מכולת | url https://www.shufersal.co.il/online/he/c/A2802
A2211 | פסטה, אורז, קוסקוס וקטניות | depth9 | parent A2802 מכולת | depth 9 | path F>A>F03>A44>A28>A22>F0303>A4408>A2802>A2211 | pathHe green בריאות וטבע > סופרמרקט > בישול אפיה ממרחים ושימורים > שבועות > אורגני ובריאות > בישול אפיה ושימורים > פסטה, קטניות ואורז > שבועות אלטרנטיבי > מכולת > פסטה, אורז, קוסקוס וקטניות | url https://www.shufersal.co.il/online/he/c/A2211
F030302 | פסטה | depth10 | parent A2211 פסטה, אורז, קוסקוס וקטניות | depth 10 | path F>A>F03>A44>A28>A22>F0303>A4408>A2802>A2211>F030302 | pathHe green בריאות וטבע > סופרמרקט > בישול אפיה ממרחים ושימורים > שבועות > אורגני ובריאות > בישול אפיה ושימורים > פסטה, קטניות ואורז > שבועות אלטרנטיבי > מכולת > פסטה, אורז, קוסקוס וקטניות > פסטה | url https://www.shufersal.co.il/online/he/c/F030302
A440801 | פסטות | depth11 | parent F030302 פסטה | depth 11 | path F>A>F03>A44>A28>A22>F0303>A4408>A2802>A2211>F030302>A440801 | pathHe green בריאות וטבע > סופרמרקט > בישול אפיה ממרחים ושימורים > שבועות > אורגני ובריאות > בישול אפיה ושימורים > פסטה, קטניות ואורז > שבועות אלטרנטיבי > מכולת > פסטה, אורז, קוסקוס וקטניות > פסטה > פסטות | url https://www.shufersal.co.il/online/he/c/A440801
A280225 | פסטה אורז וקטניות אורגניות | depth12 | parent A440801 פסטות | depth 12 | path F>A>F03>A44>A28>A22>F0303>A4408>A2802>A2211>F030302>A440801>A280225 | pathHe green בריאות וטבע > סופרמרקט > בישול אפיה ממרחים ושימורים > שבועות > אורגני ובריאות > בישול אפיה ושימורים > פסטה, קטניות ואורז > שבועות אלטרנטיבי > מכולת > פסטה, אורז, קוסקוס וקטניות > פסטה > פסטות > פסטה אורז וקטניות אורגניות | url https://www.shufersal.co.il/online/he/c/A280225
A221110 | פסטה ואטריות | leaf | parent A280225 פסטה אורז וקטניות אורגניות | depth 13 | path F>A>F03>A44>A28>A22>F0303>A4408>A2802>A2211>F030302>A440801>A280225>A221110 | pathHe green בריאות וטבע > סופרמרקט > בישול אפיה ממרחים ושימורים > שבועות > אורגני ובריאות > בישול אפיה ושימורים > פסטה, קטניות ואורז > שבועות אלטרנטיבי > מכולת > פסטה, אורז, קוסקוס וקטניות > פסטה > פסטות > פסטה אורז וקטניות אורגניות > פסטה ואטריות | url https://www.shufersal.co.il/online/he/c/A221110
F0301 | מוצרי בישול ואפיה | depth6 | parent A22 בישול אפיה ושימורים | depth 6 | path F>A>F03>A44>A28>A22>F0301 | pathHe green בריאות וטבע > סופרמרקט > בישול אפיה ממרחים ושימורים > שבועות > אורגני ובריאות > בישול אפיה ושימורים > מוצרי בישול ואפיה | url https://www.shufersal.co.il/online/he/c/F0301
A4414 | הכל לעוגה | depth7 | parent F0301 מוצרי בישול ואפיה | depth 7 | path F>A>F03>A44>A28>A22>F0301>A4414 | pathHe green בריאות וטבע > סופרמרקט > בישול אפיה ממרחים ושימורים > שבועות > אורגני ובריאות > בישול אפיה ושימורים > מוצרי בישול ואפיה > הכל לעוגה | url https://www.shufersal.co.il/online/he/c/A4414
A2802 | מכולת | depth8 | parent A4414 הכל לעוגה | depth 8 | path F>A>F03>A44>A28>A22>F0301>A4414>A2802 | pathHe green בריאות וטבע > סופרמרקט > בישול אפיה ממרחים ושימורים > שבועות > אורגני ובריאות > בישול אפיה ושימורים > מוצרי בישול ואפיה > הכל לעוגה > מכולת | url https://www.shufersal.co.il/online/he/c/A2802
A2223 | מוצרי יסוד ותבלינים | depth9 | parent A2802 מכולת | depth 9 | path F>A>F03>A44>A28>A22>F0301>A4414>A2802>A2223 | pathHe green בריאות וטבע > סופרמרקט > בישול אפיה ממרחים ושימורים > שבועות > אורגני ובריאות > בישול אפיה ושימורים > מוצרי בישול ואפיה > הכל לעוגה > מכולת > מוצרי יסוד ותבלינים | url https://www.shufersal.co.il/online/he/c/A2223
F030101 | קמח | depth10 | parent A2223 מוצרי יסוד ותבלינים | depth 10 | path F>A>F03>A44>A28>A22>F0301>A4414>A2802>A2223>F030101 | pathHe green בריאות וטבע > סופרמרקט > בישול אפיה ממרחים ושימורים > שבועות > אורגני ובריאות > בישול אפיה ושימורים > מוצרי בישול ואפיה > הכל לעוגה > מכולת > מוצרי יסוד ותבלינים > קמח | url https://www.shufersal.co.il/online/he/c/F030101
A441405 | קמחים | depth11 | parent F030101 קמח | depth 11 | path F>A>F03>A44>A28>A22>F0301>A4414>A2802>A2223>F030101>A441405 | pathHe green בריאות וטבע > סופרמרקט > בישול אפיה ממרחים ושימורים > שבועות > אורגני ובריאות > בישול אפיה ושימורים > מוצרי בישול ואפיה > הכל לעוגה > מכולת > מוצרי יסוד ותבלינים > קמח > קמחים | url https://www.shufersal.co.il/online/he/c/A441405
A280210 | מוצרי יסוד ואפייה אורגניים | depth12 | parent A441405 קמחים | depth 12 | path F>A>F03>A44>A28>A22>F0301>A4414>A2802>A2223>F030101>A441405>A280210 | pathHe green בריאות וטבע > סופרמרקט > בישול אפיה ממרחים ושימורים > שבועות > אורגני ובריאות > בישול אפיה ושימורים > מוצרי בישול ואפיה > הכל לעוגה > מכולת > מוצרי יסוד ותבלינים > קמח > קמחים > מוצרי יסוד ואפייה אורגניים | url https://www.shufersal.co.il/online/he/c/A280210
A222310 | קמח | leaf | parent A280210 מוצרי יסוד ואפייה אורגניים | depth 13 | path F>A>F03>A44>A28>A22>F0301>A4414>A2802>A2223>F030101>A441405>A280210>A222310 | pathHe green בריאות וטבע > סופרמרקט > בישול אפיה ממרחים ושימורים > שבועות > אורגני ובריאות > בישול אפיה ושימורים > מוצרי בישול ואפיה > הכל לעוגה > מכולת > מוצרי יסוד ותבלינים > קמח > קמחים > מוצרי יסוד ואפייה אורגניים > קמח | url https://www.shufersal.co.il/online/he/c/A222310
F0303 | פסטה, קטניות ואורז | depth5 | parent A28 אורגני ובריאות | depth 5 | path F>A>F03>A44>A28>F0303 | pathHe green בריאות וטבע > סופרמרקט > בישול אפיה ממרחים ושימורים > שבועות > אורגני ובריאות > פסטה, קטניות ואורז | url https://www.shufersal.co.il/online/he/c/F0303
A4408 | שבועות אלטרנטיבי | depth6 | parent F0303 פסטה, קטניות ואורז | depth 6 | path F>A>F03>A44>A28>F0303>A4408 | pathHe green בריאות וטבע > סופרמרקט > בישול אפיה ממרחים ושימורים > שבועות > אורגני ובריאות > פסטה, קטניות ואורז > שבועות אלטרנטיבי | url https://www.shufersal.co.il/online/he/c/A4408
